 	Area	Mean	Min	Max	X	Y
1	0.000	69	69	69	526.937	373.646
2	0.000	177	177	177	632.324	737.711
3	0.000	162	162	162	552.485	942.099
4	0.000	74	74	74	715.356	1430.713
5	0.000	88	88	88	977.228	980.422
6	0.000	145	145	145	1044.293	750.486
7	0.000	25	25	25	1134.511	627.933
8	0.000	32	32	32	1138.103	639.909
9	0.000	25	25	25	1533.306	771.643
10	0.000	132	132	132	2324.908	1300.176
11	0.000	130	130	130	1201.575	1134.111
12	0.000	59	59	59	2669.812	640.707
