 	Area	Mean	Min	Max	X	Y
1	0	24	24	24	10.347	9.707
2	0	69	69	69	11.547	9.600
3	0	111	111	111	12.133	8.960
4	0	160	160	160	11.653	10.213
5	0	58	58	58	12	9.627
6	0	18	18	18	12.080	10.213
7	0	51	51	51	12.213	10
8	0	58	58	58	12.533	9.653
9	0	49	49	49	12.987	9.760
10	0	18	18	18	13.023	9.663
11	0	60	60	60	17.893	1.920
12	0	97	97	97	19.973	5.947
13	0	49	49	49	19.933	6.060
