 	Area	Mean	Min	Max	X	Y
1	0	0	0	0	7.787	14.400
2	0	25	25	25	7.547	12.293
3	0	16	16	16	10.613	8.693
4	0	43	43	43	11.013	10.640
5	0	32	32	32	11.867	9.760
6	0	29	29	29	12.427	9.387
7	0	9	9	9	12.587	9.120
8	0	29	29	29	12.400	8.827
9	0	7	7	7	12.800	8.373
10	0	52	52	52	13.573	9.253
11	0	81	81	81	12.027	11.173
12	0	117	117	117	13.093	10.960
13	0	97	97	97	13.813	11.600
