 	Area	Mean	Min	Max	X	Y
1	0	47	47	47	5.253	11.707
2	0	63	63	63	9.253	7.867
3	0	53	53	53	13.067	9.333
4	0	37	37	37	19.093	2.160
5	0	65	65	65	21.893	1.653
6	0	38	38	38	22.773	2.400
7	0	67	67	67	17.093	7.573
8	0	43	43	43	13.230	10.140
9	0	35	35	35	12.993	9.527
10	0	37	37	37	13.073	10.213
11	0	39	39	39	13.267	10.520
12	0	34	34	34	13.920	11.153
13	0	53	53	53	14.653	9.927
14	0	51	51	51	14.993	10.213
15	0	68	68	68	15.120	10.460
16	0	59	59	59	15.960	9.987
17	0	24	24	24	15.980	10.213
