 	Area	Mean	Min	Max	X	Y
1	0	110	110	110	10.667	3.760
2	0	104	104	104	11.680	8.933
3	0	131	131	131	12.213	9.120
4	0	14	14	14	10.640	11.520
5	0	57	57	57	11.227	11.520
6	0	65	65	65	11.360	11.680
7	0	56	56	56	11.387	10.800
8	0	135	135	135	12.160	10.613
9	0	138	138	138	13.040	11.253
10	0	48	48	48	13.227	11.280
