 	Area	Mean	Min	Max	X	Y
1	0	79	79	79	1.120	14.613
2	0	120	120	120	0.907	15.067
3	0	62	62	62	1.093	15.733
4	0	85	85	85	1.227	15.973
5	0	50	50	50	0.933	15.920
6	0	35	35	35	8.853	4.987
7	0	89	89	89	9.573	7.227
8	0	50	50	50	11.440	8.960
9	0	73	73	73	11.467	9.200
10	0	35	35	35	12.357	8.733
11	0	30	30	30	12.337	8.843
12	0	12	12	12	12.447	9.233
13	0	28	28	28	12.527	9.423
14	0	50	50	50	12.337	9.593
15	0	45	45	45	14.647	12.467
