 	Area	Mean	Min	Max	X	Y
1	0	59	59	59	5.013	2.880
2	0	28	28	28	4.080	4.620
3	0	50	50	50	4.220	4.600
4	0	43	43	43	4.280	4.820
5	0	19	19	19	8.880	8.980
6	0	57	57	57	9.120	8.900
7	0	34	34	34	9.160	9.960
8	0	54	54	54	10.540	9.420
9	0	35	35	35	11.520	10.040
10	0	36	36	36	11.880	9.140
11	0	38	38	38	11.840	8.180
12	0	22	22	22	12.300	8.400
13	0	30	30	30	12.500	8.200
14	0	60	60	60	12.620	9.920
15	0	35	35	35	12.940	10.100
16	0	85	85	85	14.020	7.820
17	0	93	93	93	20.573	0.533
18	0	71	71	71	19.613	3.680
