 	Area	Mean	Min	Max	X	Y
1	0	44	44	44	7.550	8.437
2	0	37	37	37	7.783	8.517
3	0	78	78	78	8.697	9.043
4	0	67	67	67	9.337	9.597
5	0	37	37	37	9.450	8.783
6	0	37	37	37	7.823	8.050
7	0	35	35	35	7.990	7.923
8	0	44	44	44	6.617	7.490
9	0	4	4	4	6.810	6.617
10	0	79	79	79	3.600	8.600
11	0	78	78	78	9.827	9.373
12	0	41	41	41	9.920	9.293
13	0	68	68	68	19.257	9.470
14	0	87	87	87	20.533	0.373
15	0	92	92	92	23.440	12.773
