 	Area	Mean	Min	Max	X	Y
1	0	74	74	74	0.720	1.440
2	0	63	63	63	18	0.320
3	0	60	60	60	10.293	10.640
4	0	72	72	72	10.480	10.587
5	0	68	68	68	11.147	10.427
6	0	45	45	45	11.387	10.347
7	0	74	74	74	11.253	10.107
8	0	72	72	72	11.973	9.573
9	0	40	40	40	12.213	9.547
10	0	72	72	72	11.920	10.053
11	0	117	117	117	11.547	13.707
12	0	30	30	30	11.480	13.840
13	0	165	165	165	18.040	10.720
