 	Area	Mean	Min	Max	X	Y
1	0	74	74	74	11.847	7.910
2	0	42	42	42	12.047	7.940
3	0	30	30	30	11.677	8.410
4	0	37	37	37	12.117	8.870
5	0	57	57	57	12.247	9.230
6	0	42	42	42	12.827	10.030
7	0	32	32	32	12.217	10.220
8	0	52	52	52	11.407	10.530
9	0	17	17	17	13.057	10.820
10	0	41	41	41	12.607	11.020
11	0	35	35	35	12.717	11.230
12	0	42	42	42	12.147	11.380
13	0	47	47	47	17.807	8.473
14	0	93	93	93	23.040	15.467
15	0	57	57	57	3.973	9.387
